fecha,cod,prov,lng,lat,paro
2018-7,34,Palencia,-4.535,42.37,8742
2018-7,40,Segovia,-4.055,41.171,6335
2018-7,24,León,-5.841,42.62,29265
2018-7,37,Salamanca,-6.066,40.805,22045
2018-7,42,Soria,-2.589,41.621,3096
2018-7,07,Castilla León,-4.397,41.835,139245
2018-7,05,Ávila,-4.946,40.571,10565
2018-7,09,Burgos,-3.586,42.367,17137
2018-7,47,Valladolid,-4.847,41.634,31004
2018-7,49,Zamora,-5.979,41.727,11056
2018-6,09,Burgos,-3.586,42.367,17519
2018-6,40,Segovia,-4.055,41.171,6569
2018-6,07,Castilla León,-4.397,41.835,141643
2018-6,05,Ávila,-4.946,40.571,11095
2018-6,24,León,-5.841,42.62,29745
2018-6,34,Palencia,-4.535,42.37,8929
2018-6,37,Salamanca,-6.066,40.805,22335
2018-6,42,Soria,-2.589,41.621,3191
2018-6,47,Valladolid,-4.847,41.634,30662
2018-6,49,Zamora,-5.979,41.727,11598
2018-5,05,Ávila,-4.946,40.571,11949
2018-5,24,León,-5.841,42.62,31248
2018-5,34,Palencia,-4.535,42.37,9386
2018-5,42,Soria,-2.589,41.621,3532
2018-5,47,Valladolid,-4.847,41.634,32246
2018-5,49,Zamora,-5.979,41.727,12419
2018-5,07,Castilla León,-4.397,41.835,150424
2018-5,09,Burgos,-3.586,42.367,18743
2018-5,37,Salamanca,-6.066,40.805,23811
2018-5,40,Segovia,-4.055,41.171,7090
2018-4,05,Ávila,-4.946,40.571,12250
2018-4,24,León,-5.841,42.62,32203
2018-4,37,Salamanca,-6.066,40.805,24574
2018-4,40,Segovia,-4.055,41.171,7393
2018-4,47,Valladolid,-4.847,41.634,33558
2018-4,34,Palencia,-4.535,42.37,9795
2018-4,09,Burgos,-3.586,42.367,19260
2018-4,42,Soria,-2.589,41.621,3759
2018-4,49,Zamora,-5.979,41.727,12824
2018-4,07,Castilla León,-4.397,41.835,155616
2018-3,24,León,-5.841,42.62,33166
2018-3,34,Palencia,-4.535,42.37,10032
2018-3,49,Zamora,-5.979,41.727,13022
2018-3,07,Castilla León,-4.397,41.835,160047
2018-3,09,Burgos,-3.586,42.367,19945
2018-3,37,Salamanca,-6.066,40.805,25099
2018-3,40,Segovia,-4.055,41.171,7739
2018-3,47,Valladolid,-4.847,41.634,34568
2018-3,05,Ávila,-4.946,40.571,12554
2018-3,42,Soria,-2.589,41.621,3922
2018-2,42,Soria,-2.589,41.621,3998
2018-2,05,Ávila,-4.946,40.571,12793
2018-2,24,León,-5.841,42.62,33733
2018-2,34,Palencia,-4.535,42.37,10291
2018-2,37,Salamanca,-6.066,40.805,25439
2018-2,40,Segovia,-4.055,41.171,7870
2018-2,47,Valladolid,-4.847,41.634,35075
2018-2,07,Castilla León,-4.397,41.835,162628
2018-2,09,Burgos,-3.586,42.367,20186
2018-2,49,Zamora,-5.979,41.727,13243
2018-1,09,Burgos,-3.586,42.367,20380
2018-1,40,Segovia,-4.055,41.171,7947
2018-1,24,León,-5.841,42.62,34011
2018-1,34,Palencia,-4.535,42.37,10498
2018-1,42,Soria,-2.589,41.621,4025
2018-1,47,Valladolid,-4.847,41.634,35084
2018-1,05,Ávila,-4.946,40.571,12895
2018-1,37,Salamanca,-6.066,40.805,25711
2018-1,49,Zamora,-5.979,41.727,13467
2018-1,07,Castilla León,-4.397,41.835,164018
2017-12,05,Ávila,-4.946,40.571,12839
2017-12,24,León,-5.841,42.62,33724
2017-12,37,Salamanca,-6.066,40.805,25486
2017-12,40,Segovia,-4.055,41.171,7866
2017-12,47,Valladolid,-4.847,41.634,34949
2017-12,09,Burgos,-3.586,42.367,20408
2017-12,34,Palencia,-4.535,42.37,10401
2017-12,42,Soria,-2.589,41.621,3986
2017-12,49,Zamora,-5.979,41.727,13329
2017-12,07,Castilla León,-4.397,41.835,162988
2017-11,09,Burgos,-3.586,42.367,20432
2017-11,24,León,-5.841,42.62,34066
2017-11,40,Segovia,-4.055,41.171,7870
2017-11,49,Zamora,-5.979,41.727,13230
2017-11,07,Castilla León,-4.397,41.835,163856
2017-11,05,Ávila,-4.946,40.571,12879
2017-11,34,Palencia,-4.535,42.37,10491
2017-11,42,Soria,-2.589,41.621,4043
2017-11,47,Valladolid,-4.847,41.634,35026
2017-11,37,Salamanca,-6.066,40.805,25819
2017-10,24,León,-5.841,42.62,33441
2017-10,34,Palencia,-4.535,42.37,10242
2017-10,42,Soria,-2.589,41.621,3836
2017-10,47,Valladolid,-4.847,41.634,35139
2017-10,49,Zamora,-5.979,41.727,13070
2017-10,07,Castilla León,-4.397,41.835,161913
2017-10,05,Ávila,-4.946,40.571,12479
2017-10,09,Burgos,-3.586,42.367,20367
2017-10,40,Segovia,-4.055,41.171,7535
2017-10,37,Salamanca,-6.066,40.805,25804
2017-9,09,Burgos,-3.586,42.367,19283
2017-9,24,León,-5.841,42.62,33171
2017-9,34,Palencia,-4.535,42.37,9925
2017-9,40,Segovia,-4.055,41.171,7401
2017-9,42,Soria,-2.589,41.621,3536
2017-9,47,Valladolid,-4.847,41.634,33985
2017-9,07,Castilla León,-4.397,41.835,156936
2017-9,05,Ávila,-4.946,40.571,12152
2017-9,49,Zamora,-5.979,41.727,12448
2017-9,37,Salamanca,-6.066,40.805,25035
2017-8,05,Ávila,-4.946,40.571,11855
2017-8,34,Palencia,-4.535,42.37,9813
2017-8,42,Soria,-2.589,41.621,3445
2017-8,24,León,-5.841,42.62,32141
2017-8,37,Salamanca,-6.066,40.805,24571
2017-8,40,Segovia,-4.055,41.171,7285
2017-8,47,Valladolid,-4.847,41.634,34831
2017-8,09,Burgos,-3.586,42.367,19481
2017-8,49,Zamora,-5.979,41.727,12392
2017-8,07,Castilla León,-4.397,41.835,155814
2017-7,40,Segovia,-4.055,41.171,7178
2017-7,05,Ávila,-4.946,40.571,11878
2017-7,37,Salamanca,-6.066,40.805,24003
2017-7,47,Valladolid,-4.847,41.634,34192
2017-7,49,Zamora,-5.979,41.727,12553
2017-7,09,Burgos,-3.586,42.367,19230
2017-7,24,León,-5.841,42.62,32681
2017-7,34,Palencia,-4.535,42.37,9935
2017-7,42,Soria,-2.589,41.621,3482
2017-7,07,Castilla León,-4.397,41.835,155132
2017-6,24,León,-5.841,42.62,32744
2017-6,37,Salamanca,-6.066,40.805,24002
2017-6,47,Valladolid,-4.847,41.634,33718
2017-6,49,Zamora,-5.979,41.727,12750
2017-6,07,Castilla León,-4.397,41.835,155665
2017-6,05,Ávila,-4.946,40.571,12118
2017-6,09,Burgos,-3.586,42.367,19452
2017-6,34,Palencia,-4.535,42.37,10073
2017-6,40,Segovia,-4.055,41.171,7242
2017-6,42,Soria,-2.589,41.621,3566
2017-5,09,Burgos,-3.586,42.367,21010
2017-5,40,Segovia,-4.055,41.171,7807
2017-5,47,Valladolid,-4.847,41.634,34898
2017-5,07,Castilla León,-4.397,41.835,165272
2017-5,37,Salamanca,-6.066,40.805,25696
2017-5,42,Soria,-2.589,41.621,4061
2017-5,49,Zamora,-5.979,41.727,13708
2017-5,05,Ávila,-4.946,40.571,13039
2017-5,24,León,-5.841,42.62,34464
2017-5,34,Palencia,-4.535,42.37,10589
2017-4,05,Ávila,-4.946,40.571,13374
2017-4,37,Salamanca,-6.066,40.805,26469
2017-4,40,Segovia,-4.055,41.171,8251
2017-4,49,Zamora,-5.979,41.727,14076
2017-4,07,Castilla León,-4.397,41.835,171047
2017-4,09,Burgos,-3.586,42.367,21887
2017-4,47,Valladolid,-4.847,41.634,36214
2017-4,24,León,-5.841,42.62,35514
2017-4,34,Palencia,-4.535,42.37,10941
2017-4,42,Soria,-2.589,41.621,4321
2017-3,05,Ávila,-4.946,40.571,13838
2017-3,07,Castilla León,-4.397,41.835,177903
2017-3,09,Burgos,-3.586,42.367,22918
2017-3,24,León,-5.841,42.62,36781
2017-3,34,Palencia,-4.535,42.37,11387
2017-3,37,Salamanca,-6.066,40.805,27465
2017-3,40,Segovia,-4.055,41.171,8752
2017-3,42,Soria,-2.589,41.621,4491
2017-3,47,Valladolid,-4.847,41.634,37648
2017-3,49,Zamora,-5.979,41.727,14623
2017-2,24,León,-5.841,42.62,37516
2017-2,34,Palencia,-4.535,42.37,11519
2017-2,40,Segovia,-4.055,41.171,8888
2017-2,47,Valladolid,-4.847,41.634,38047
2017-2,42,Soria,-2.589,41.621,4564
2017-2,07,Castilla León,-4.397,41.835,180455
2017-2,05,Ávila,-4.946,40.571,14023
2017-2,09,Burgos,-3.586,42.367,23416
2017-2,37,Salamanca,-6.066,40.805,27641
2017-2,49,Zamora,-5.979,41.727,14841
2017-1,09,Burgos,-3.586,42.367,23678
2017-1,24,León,-5.841,42.62,37571
2017-1,37,Salamanca,-6.066,40.805,27897
2017-1,49,Zamora,-5.979,41.727,14709
2017-1,05,Ávila,-4.946,40.571,14113
2017-1,34,Palencia,-4.535,42.37,11631
2017-1,40,Segovia,-4.055,41.171,8909
2017-1,42,Soria,-2.589,41.621,4613
2017-1,47,Valladolid,-4.847,41.634,37906
2017-1,07,Castilla León,-4.397,41.835,181027
2016-12,09,Burgos,-3.586,42.367,23105
2016-12,40,Segovia,-4.055,41.171,8685
2016-12,49,Zamora,-5.979,41.727,14419
2016-12,34,Palencia,-4.535,42.37,11477
2016-12,37,Salamanca,-6.066,40.805,27627
2016-12,42,Soria,-2.589,41.621,4592
2016-12,47,Valladolid,-4.847,41.634,37537
2016-12,05,Ávila,-4.946,40.571,13850
2016-12,24,León,-5.841,42.62,36894
2016-12,07,Castilla León,-4.397,41.835,178186
2016-11,05,Ávila,-4.946,40.571,14182
2016-11,47,Valladolid,-4.847,41.634,37811
2016-11,34,Palencia,-4.535,42.37,11457
2016-11,40,Segovia,-4.055,41.171,8747
2016-11,42,Soria,-2.589,41.621,4686
2016-11,07,Castilla León,-4.397,41.835,180564
2016-11,09,Burgos,-3.586,42.367,23445
2016-11,24,León,-5.841,42.62,37529
2016-11,37,Salamanca,-6.066,40.805,28224
2016-11,49,Zamora,-5.979,41.727,14483
2016-10,09,Burgos,-3.586,42.367,23088
2016-10,37,Salamanca,-6.066,40.805,27820
2016-10,47,Valladolid,-4.847,41.634,37719
2016-10,49,Zamora,-5.979,41.727,14009
2016-10,40,Segovia,-4.055,41.171,8538
2016-10,07,Castilla León,-4.397,41.835,177707
2016-10,05,Ávila,-4.946,40.571,13872
2016-10,24,León,-5.841,42.62,37067
2016-10,34,Palencia,-4.535,42.37,11239
2016-10,42,Soria,-2.589,41.621,4355
2016-9,09,Burgos,-3.586,42.367,22712
2016-9,24,León,-5.841,42.62,35646
2016-9,07,Castilla León,-4.397,41.835,173361
2016-9,05,Ávila,-4.946,40.571,13552
2016-9,37,Salamanca,-6.066,40.805,27259
2016-9,40,Segovia,-4.055,41.171,8463
2016-9,47,Valladolid,-4.847,41.634,37334
2016-9,49,Zamora,-5.979,41.727,13551
2016-9,34,Palencia,-4.535,42.37,10750
2016-9,42,Soria,-2.589,41.621,4094
2016-8,09,Burgos,-3.586,42.367,22206
2016-8,24,León,-5.841,42.62,35725
2016-8,34,Palencia,-4.535,42.37,10507
2016-8,42,Soria,-2.589,41.621,3996
2016-8,47,Valladolid,-4.847,41.634,37723
2016-8,07,Castilla León,-4.397,41.835,171938
2016-8,37,Salamanca,-6.066,40.805,26658
2016-8,49,Zamora,-5.979,41.727,13617
2016-8,05,Ávila,-4.946,40.571,13233
2016-8,40,Segovia,-4.055,41.171,8273
2016-7,05,Ávila,-4.946,40.571,13238
2016-7,42,Soria,-2.589,41.621,4093
2016-7,37,Salamanca,-6.066,40.805,26485
2016-7,40,Segovia,-4.055,41.171,8291
2016-7,07,Castilla León,-4.397,41.835,171845
2016-7,09,Burgos,-3.586,42.367,22116
2016-7,24,León,-5.841,42.62,35804
2016-7,34,Palencia,-4.535,42.37,10626
2016-7,47,Valladolid,-4.847,41.634,37339
2016-7,49,Zamora,-5.979,41.727,13853
2016-6,42,Soria,-2.589,41.621,4150
2016-6,07,Castilla León,-4.397,41.835,175744
2016-6,09,Burgos,-3.586,42.367,22832
2016-6,24,León,-5.841,42.62,36359
2016-6,37,Salamanca,-6.066,40.805,26983
2016-6,47,Valladolid,-4.847,41.634,37626
2016-6,49,Zamora,-5.979,41.727,14339
2016-6,05,Ávila,-4.946,40.571,13926
2016-6,34,Palencia,-4.535,42.37,10885
2016-6,40,Segovia,-4.055,41.171,8644
2016-5,05,Ávila,-4.946,40.571,14707
2016-5,37,Salamanca,-6.066,40.805,28565
2016-5,42,Soria,-2.589,41.621,4601
2016-5,34,Palencia,-4.535,42.37,11427
2016-5,49,Zamora,-5.979,41.727,15156
2016-5,09,Burgos,-3.586,42.367,24386
2016-5,24,León,-5.841,42.62,38057
2016-5,40,Segovia,-4.055,41.171,9157
2016-5,47,Valladolid,-4.847,41.634,39223
2016-5,07,Castilla León,-4.397,41.835,185279
2016-4,49,Zamora,-5.979,41.727,15792
2016-4,34,Palencia,-4.535,42.37,11851
2016-4,40,Segovia,-4.055,41.171,9705
2016-4,07,Castilla León,-4.397,41.835,193165
2016-4,05,Ávila,-4.946,40.571,15220
2016-4,09,Burgos,-3.586,42.367,25528
2016-4,24,León,-5.841,42.62,39435
2016-4,37,Salamanca,-6.066,40.805,29642
2016-4,42,Soria,-2.589,41.621,4950
2016-4,47,Valladolid,-4.847,41.634,41042
2016-3,09,Burgos,-3.586,42.367,26400
2016-3,24,León,-5.841,42.62,40084
2016-3,42,Soria,-2.589,41.621,5132
2016-3,49,Zamora,-5.979,41.727,16181
2016-3,05,Ávila,-4.946,40.571,15550
2016-3,34,Palencia,-4.535,42.37,12285
2016-3,40,Segovia,-4.055,41.171,10099
2016-3,47,Valladolid,-4.847,41.634,41972
2016-3,37,Salamanca,-6.066,40.805,30539
2016-3,07,Castilla León,-4.397,41.835,198242
2016-2,37,Salamanca,-6.066,40.805,30864
2016-2,40,Segovia,-4.055,41.171,10352
2016-2,42,Soria,-2.589,41.621,5309
2016-2,07,Castilla León,-4.397,41.835,201206
2016-2,09,Burgos,-3.586,42.367,26715
2016-2,34,Palencia,-4.535,42.37,12544
2016-2,47,Valladolid,-4.847,41.634,42391
2016-2,49,Zamora,-5.979,41.727,16609
2016-2,05,Ávila,-4.946,40.571,15978
2016-2,24,León,-5.841,42.62,40444
2016-1,05,Ávila,-4.946,40.571,15983
2016-1,09,Burgos,-3.586,42.367,27225
2016-1,24,León,-5.841,42.62,40959
2016-1,47,Valladolid,-4.847,41.634,42504
2016-1,34,Palencia,-4.535,42.37,12619
2016-1,37,Salamanca,-6.066,40.805,31188
2016-1,40,Segovia,-4.055,41.171,10401
2016-1,42,Soria,-2.589,41.621,5364
2016-1,49,Zamora,-5.979,41.727,16671
2016-1,07,Castilla León,-4.397,41.835,202914
2015-12,09,Burgos,-3.586,42.367,26715
2015-12,34,Palencia,-4.535,42.37,12710
2015-12,37,Salamanca,-6.066,40.805,30901
2015-12,40,Segovia,-4.055,41.171,10300
2015-12,47,Valladolid,-4.847,41.634,42557
2015-12,49,Zamora,-5.979,41.727,16599
2015-12,07,Castilla León,-4.397,41.835,201696
2015-12,05,Ávila,-4.946,40.571,15882
2015-12,24,León,-5.841,42.62,40709
2015-12,42,Soria,-2.589,41.621,5323
2015-11,24,León,-5.841,42.62,40836
2015-11,37,Salamanca,-6.066,40.805,31366
2015-11,05,Ávila,-4.946,40.571,15898
2015-11,34,Palencia,-4.535,42.37,12531
2015-11,40,Segovia,-4.055,41.171,10196
2015-11,47,Valladolid,-4.847,41.634,42282
2015-11,49,Zamora,-5.979,41.727,16519
2015-11,07,Castilla León,-4.397,41.835,202036
2015-11,09,Burgos,-3.586,42.367,27104
2015-11,42,Soria,-2.589,41.621,5304
2015-10,34,Palencia,-4.535,42.37,12567
2015-10,05,Ávila,-4.946,40.571,15648
2015-10,09,Burgos,-3.586,42.367,27094
2015-10,24,León,-5.841,42.62,40346
2015-10,37,Salamanca,-6.066,40.805,31513
2015-10,40,Segovia,-4.055,41.171,10066
2015-10,42,Soria,-2.589,41.621,5233
2015-10,47,Valladolid,-4.847,41.634,42875
2015-10,49,Zamora,-5.979,41.727,16485
2015-10,07,Castilla León,-4.397,41.835,201827
2015-9,05,Ávila,-4.946,40.571,14896
2015-9,42,Soria,-2.589,41.621,4750
2015-9,49,Zamora,-5.979,41.727,14952
2015-9,09,Burgos,-3.586,42.367,25061
2015-9,34,Palencia,-4.535,42.37,11808
2015-9,40,Segovia,-4.055,41.171,9566
2015-9,47,Valladolid,-4.847,41.634,40252
2015-9,24,León,-5.841,42.62,38546
2015-9,37,Salamanca,-6.066,40.805,30170
2015-9,07,Castilla León,-4.397,41.835,190001
2015-8,05,Ávila,-4.946,40.571,14466
2015-8,34,Palencia,-4.535,42.37,11730
2015-8,37,Salamanca,-6.066,40.805,29347
2015-8,40,Segovia,-4.055,41.171,9415
2015-8,42,Soria,-2.589,41.621,4653
2015-8,09,Burgos,-3.586,42.367,25088
2015-8,24,León,-5.841,42.62,37954
2015-8,47,Valladolid,-4.847,41.634,41404
2015-8,49,Zamora,-5.979,41.727,15214
2015-8,07,Castilla León,-4.397,41.835,189271
2015-7,37,Salamanca,-6.066,40.805,29059
2015-7,40,Segovia,-4.055,41.171,9426
2015-7,49,Zamora,-5.979,41.727,15331
2015-7,07,Castilla León,-4.397,41.835,189331
2015-7,05,Ávila,-4.946,40.571,14457
2015-7,09,Burgos,-3.586,42.367,25017
2015-7,24,León,-5.841,42.62,38342
2015-7,34,Palencia,-4.535,42.37,11886
2015-7,42,Soria,-2.589,41.621,4687
2015-7,47,Valladolid,-4.847,41.634,41126
2015-6,09,Burgos,-3.586,42.367,25570
2015-6,24,León,-5.841,42.62,38833
2015-6,37,Salamanca,-6.066,40.805,29391
2015-6,40,Segovia,-4.055,41.171,9822
2015-6,42,Soria,-2.589,41.621,4868
2015-6,05,Ávila,-4.946,40.571,15044
2015-6,34,Palencia,-4.535,42.37,12112
2015-6,47,Valladolid,-4.847,41.634,41579
2015-6,49,Zamora,-5.979,41.727,15785
2015-6,07,Castilla León,-4.397,41.835,193004
2015-5,09,Burgos,-3.586,42.367,26914
2015-5,24,León,-5.841,42.62,40555
2015-5,49,Zamora,-5.979,41.727,16391
2015-5,05,Ávila,-4.946,40.571,15748
2015-5,37,Salamanca,-6.066,40.805,30626
2015-5,40,Segovia,-4.055,41.171,10354
2015-5,42,Soria,-2.589,41.621,5381
2015-5,34,Palencia,-4.535,42.37,12588
2015-5,47,Valladolid,-4.847,41.634,42702
2015-5,07,Castilla León,-4.397,41.835,201259
2015-4,42,Soria,-2.589,41.621,5561
2015-4,09,Burgos,-3.586,42.367,28367
2015-4,24,León,-5.841,42.62,41525
2015-4,34,Palencia,-4.535,42.37,12950
2015-4,47,Valladolid,-4.847,41.634,44519
2015-4,49,Zamora,-5.979,41.727,16935
2015-4,05,Ávila,-4.946,40.571,16116
2015-4,37,Salamanca,-6.066,40.805,31569
2015-4,40,Segovia,-4.055,41.171,10920
2015-4,07,Castilla León,-4.397,41.835,208462
2015-3,24,León,-5.841,42.62,43752
2015-3,37,Salamanca,-6.066,40.805,33286
2015-3,47,Valladolid,-4.847,41.634,46537
2015-3,07,Castilla León,-4.397,41.835,219917
2015-3,05,Ávila,-4.946,40.571,17023
2015-3,09,Burgos,-3.586,42.367,30011
2015-3,34,Palencia,-4.535,42.37,13718
2015-3,40,Segovia,-4.055,41.171,11798
2015-3,42,Soria,-2.589,41.621,5970
2015-3,49,Zamora,-5.979,41.727,17822
2015-2,09,Burgos,-3.586,42.367,30706
2015-2,24,León,-5.841,42.62,44512
2015-2,42,Soria,-2.589,41.621,6062
2015-2,05,Ávila,-4.946,40.571,17284
2015-2,40,Segovia,-4.055,41.171,12003
2015-2,34,Palencia,-4.535,42.37,14049
2015-2,37,Salamanca,-6.066,40.805,33613
2015-2,47,Valladolid,-4.847,41.634,46929
2015-2,49,Zamora,-5.979,41.727,18135
2015-2,07,Castilla León,-4.397,41.835,223293
2015-1,40,Segovia,-4.055,41.171,11964
2015-1,07,Castilla León,-4.397,41.835,224869
2015-1,24,León,-5.841,42.62,44569
2015-1,49,Zamora,-5.979,41.727,18213
2015-1,05,Ávila,-4.946,40.571,17421
2015-1,09,Burgos,-3.586,42.367,30952
2015-1,34,Palencia,-4.535,42.37,14231
2015-1,37,Salamanca,-6.066,40.805,33965
2015-1,42,Soria,-2.589,41.621,6056
2015-1,47,Valladolid,-4.847,41.634,47498
2014-12,05,Ávila,-4.946,40.571,17284
2014-12,24,León,-5.841,42.62,43911
2014-12,34,Palencia,-4.535,42.37,14188
2014-12,42,Soria,-2.589,41.621,6210
2014-12,49,Zamora,-5.979,41.727,18048
2014-12,09,Burgos,-3.586,42.367,30548
2014-12,07,Castilla León,-4.397,41.835,222851
2014-12,37,Salamanca,-6.066,40.805,33797
2014-12,40,Segovia,-4.055,41.171,11771
2014-12,47,Valladolid,-4.847,41.634,47094
2014-11,09,Burgos,-3.586,42.367,30185
2014-11,37,Salamanca,-6.066,40.805,33934
2014-11,47,Valladolid,-4.847,41.634,47267
2014-11,49,Zamora,-5.979,41.727,17585
2014-11,05,Ávila,-4.946,40.571,17033
2014-11,34,Palencia,-4.535,42.37,14090
2014-11,40,Segovia,-4.055,41.171,11568
2014-11,07,Castilla León,-4.397,41.835,221577
2014-11,24,León,-5.841,42.62,43924
2014-11,42,Soria,-2.589,41.621,5991
2014-10,09,Burgos,-3.586,42.367,29643
2014-10,24,León,-5.841,42.62,42946
2014-10,34,Palencia,-4.535,42.37,14117
2014-10,37,Salamanca,-6.066,40.805,33604
2014-10,40,Segovia,-4.055,41.171,11167
2014-10,42,Soria,-2.589,41.621,5787
2014-10,47,Valladolid,-4.847,41.634,46865
2014-10,49,Zamora,-5.979,41.727,17281
2014-10,05,Ávila,-4.946,40.571,16655
2014-10,07,Castilla León,-4.397,41.835,218065
2014-9,09,Burgos,-3.586,42.367,28633
2014-9,37,Salamanca,-6.066,40.805,32961
2014-9,42,Soria,-2.589,41.621,5620
2014-9,47,Valladolid,-4.847,41.634,45537
2014-9,49,Zamora,-5.979,41.727,16276
2014-9,34,Palencia,-4.535,42.37,13783
2014-9,40,Segovia,-4.055,41.171,10758
2014-9,07,Castilla León,-4.397,41.835,211524
2014-9,05,Ávila,-4.946,40.571,16305
2014-9,24,León,-5.841,42.62,41651
2014-8,05,Ávila,-4.946,40.571,16075
2014-8,09,Burgos,-3.586,42.367,28278
2014-8,34,Palencia,-4.535,42.37,13520
2014-8,42,Soria,-2.589,41.621,5448
2014-8,07,Castilla León,-4.397,41.835,211700
2014-8,24,León,-5.841,42.62,41609
2014-8,37,Salamanca,-6.066,40.805,32263
2014-8,40,Segovia,-4.055,41.171,10919
2014-8,47,Valladolid,-4.847,41.634,46982
2014-8,49,Zamora,-5.979,41.727,16606
2014-7,05,Ávila,-4.946,40.571,16358
2014-7,09,Burgos,-3.586,42.367,28340
2014-7,34,Palencia,-4.535,42.37,13796
2014-7,40,Segovia,-4.055,41.171,10989
2014-7,42,Soria,-2.589,41.621,5600
2014-7,47,Valladolid,-4.847,41.634,47150
2014-7,49,Zamora,-5.979,41.727,16831
2014-7,24,León,-5.841,42.62,42759
2014-7,37,Salamanca,-6.066,40.805,32576
2014-7,07,Castilla León,-4.397,41.835,214399
2014-6,05,Ávila,-4.946,40.571,16807
2014-6,24,León,-5.841,42.62,43385
2014-6,34,Palencia,-4.535,42.37,14329
2014-6,37,Salamanca,-6.066,40.805,32914
2014-6,49,Zamora,-5.979,41.727,17039
2014-6,07,Castilla León,-4.397,41.835,218619
2014-6,09,Burgos,-3.586,42.367,29052
2014-6,40,Segovia,-4.055,41.171,11384
2014-6,42,Soria,-2.589,41.621,5776
2014-6,47,Valladolid,-4.847,41.634,47933
2014-5,42,Soria,-2.589,41.621,6193
2014-5,34,Palencia,-4.535,42.37,14785
2014-5,47,Valladolid,-4.847,41.634,48947
2014-5,07,Castilla León,-4.397,41.835,227384
2014-5,05,Ávila,-4.946,40.571,17631
2014-5,09,Burgos,-3.586,42.367,30595
2014-5,24,León,-5.841,42.62,45086
2014-5,37,Salamanca,-6.066,40.805,34243
2014-5,40,Segovia,-4.055,41.171,11872
2014-5,49,Zamora,-5.979,41.727,18032
2014-4,24,León,-5.841,42.62,46040
2014-4,49,Zamora,-5.979,41.727,18531
2014-4,05,Ávila,-4.946,40.571,17988
2014-4,09,Burgos,-3.586,42.367,31568
2014-4,37,Salamanca,-6.066,40.805,35148
2014-4,42,Soria,-2.589,41.621,6457
2014-4,07,Castilla León,-4.397,41.835,234133
2014-4,34,Palencia,-4.535,42.37,15245
2014-4,40,Segovia,-4.055,41.171,12393
2014-4,47,Valladolid,-4.847,41.634,50763
2014-3,05,Ávila,-4.946,40.571,18469
2014-3,40,Segovia,-4.055,41.171,12731
2014-3,49,Zamora,-5.979,41.727,19124
2014-3,09,Burgos,-3.586,42.367,32101
2014-3,24,León,-5.841,42.62,47139
2014-3,07,Castilla León,-4.397,41.835,239602
2014-3,34,Palencia,-4.535,42.37,15549
2014-3,37,Salamanca,-6.066,40.805,35992
2014-3,42,Soria,-2.589,41.621,6680
2014-3,47,Valladolid,-4.847,41.634,51817
2014-2,05,Ávila,-4.946,40.571,18512
2014-2,24,León,-5.841,42.62,47313
2014-2,07,Castilla León,-4.397,41.835,241729
2014-2,34,Palencia,-4.535,42.37,15776
2014-2,42,Soria,-2.589,41.621,6848
2014-2,09,Burgos,-3.586,42.367,32308
2014-2,37,Salamanca,-6.066,40.805,35988
2014-2,40,Segovia,-4.055,41.171,13077
2014-2,47,Valladolid,-4.847,41.634,52405
2014-2,49,Zamora,-5.979,41.727,19502
2014-1,49,Zamora,-5.979,41.727,19475
2014-1,09,Burgos,-3.586,42.367,32656
2014-1,24,León,-5.841,42.62,47341
2014-1,34,Palencia,-4.535,42.37,15729
2014-1,42,Soria,-2.589,41.621,6941
2014-1,05,Ávila,-4.946,40.571,18648
2014-1,37,Salamanca,-6.066,40.805,36433
2014-1,40,Segovia,-4.055,41.171,13166
2014-1,47,Valladolid,-4.847,41.634,52550
2014-1,07,Castilla León,-4.397,41.835,242939
2013-12,09,Burgos,-3.586,42.367,31965
2013-12,24,León,-5.841,42.62,45959
2013-12,34,Palencia,-4.535,42.37,15300
2013-12,42,Soria,-2.589,41.621,6734
2013-12,49,Zamora,-5.979,41.727,18882
2013-12,05,Ávila,-4.946,40.571,18098
2013-12,40,Segovia,-4.055,41.171,12485
2013-12,07,Castilla León,-4.397,41.835,235919
2013-12,37,Salamanca,-6.066,40.805,35435
2013-12,47,Valladolid,-4.847,41.634,51061
2013-11,05,Ávila,-4.946,40.571,18406
2013-11,09,Burgos,-3.586,42.367,32253
2013-11,24,León,-5.841,42.62,46775
2013-11,34,Palencia,-4.535,42.37,15525
2013-11,37,Salamanca,-6.066,40.805,36103
2013-11,40,Segovia,-4.055,41.171,12536
2013-11,42,Soria,-2.589,41.621,6749
2013-11,47,Valladolid,-4.847,41.634,51807
2013-11,49,Zamora,-5.979,41.727,18653
2013-11,07,Castilla León,-4.397,41.835,238807
2013-10,05,Ávila,-4.946,40.571,18276
2013-10,07,Castilla León,-4.397,41.835,239596
2013-10,09,Burgos,-3.586,42.367,32493
2013-10,37,Salamanca,-6.066,40.805,36517
2013-10,40,Segovia,-4.055,41.171,12481
2013-10,42,Soria,-2.589,41.621,6757
2013-10,24,León,-5.841,42.62,46982
2013-10,34,Palencia,-4.535,42.37,15548
2013-10,47,Valladolid,-4.847,41.634,51994
2013-10,49,Zamora,-5.979,41.727,18548
2013-9,09,Burgos,-3.586,42.367,32127
2013-9,24,León,-5.841,42.62,45448
2013-9,37,Salamanca,-6.066,40.805,35395
2013-9,40,Segovia,-4.055,41.171,12364
2013-9,49,Zamora,-5.979,41.727,17961
